timestamp;status_code;length;output_file
2023-08-17 18:55:34;200;305028;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:36;200;292876;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:37;200;309417;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:42;200;288665;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:43;200;277826;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:44;200;326653;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:45;200;290223;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:46;200;285521;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:54;200;1502124;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:58;200;283409;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:58;200;283942;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:59;200;290138;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:01;200;293450;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:02;200;316979;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:03;200;302002;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:11;200;273832;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:12;200;279612;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:13;200;1499265;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:15;200;285069;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:16;200;282489;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:21;200;303472;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:23;200;340919;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:23;200;310356;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:25;200;302568;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:26;200;256594;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:27;200;302722;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:28;200;270272;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:29;200;378927;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:30;200;308444;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:32;200;332150;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:32;200;291362;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:33;200;275281;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:36;200;276575;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:37;200;291054;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:56:38;200;313432;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
